id	text	Anger	Disgust	Fear	Sadness	Joy	Surprise
amh_train_track1_892	በጣም ያስደነግጣል ያሳዝናል ምን አገኘው ፈጣሪ ነፍሱን ከቅዱሳን አጠገብ ያኑረው ወንድሜ ሞትክ መራራራ ነው	0	0	0	1	0	0
amh_train_track1_893	(የማርቆስ ወንጌል 13፥337) ?ጊዜው መቼ እንዲሆን አታውቁምና ተጠንቀቁ፤ ትጉ፤ ጸልዩም። ድንገት መጥቶ ተኝታችሁ እንዳያገኛችሁ ስለዚህ ትጉ።ለእናንተም የምነግራችሁ ለሁሉ እላለሁ፤ ትጉ	0	0	0	0	0	0
amh_train_track1_894	ድል ለፍልስጤም ያርልብ አላህ ያጥፍቸ እስራእርሎችን የአላህም ቁጣ ይዉረድባቸ ያረብ	1	1	0	0	0	0
amh_train_track1_895	ሽኽ ኣቢይ ኣሕመድ ዕሊ ስንት ኢትዮጲያውያን በሳኡዲ አስር ቤት አየተሰቓዩ አያለ መሬት ለአርሻ አሰጣቹኣለሁ ብሎ ይቐደዳል ጎበዞች ጥሩ ስራ ነው	0	1	0	0	0	0
amh_train_track1_896	ደመቀን የትራንስፖርት ሚንስቴር አርጎ ሰርፕራይዝ ያረገዋል የሚል ግምት አለኝ ?	0	0	0	0	0	1
amh_train_track1_897	ኤልሳቤት ማለት ትግሬዎች ምትለው ብትሰተካከል ምክንያቱም የትግራይ ህዝብ እንዳችው እናትና አባት ኢትዮጵያ ውሰጥ የተፈጠረ ኢትዮጵያዊነቱን የሚወድ ነው ለንግግርሽ ለከት ቢኖረው ።	1	0	0	0	0	0
amh_train_track1_898	ሚድያ ኣገኘው ብለህ የመንደር ወሬ ኣታውራ ውሸት ጥሩ ኣይደለም ሻዕቢያ ማለት ህዝብ ማለት ነው ቱልቱላ ወሬ ብቻ	0	1	0	0	0	0
amh_train_track1_899	አንተ ቆሻሻ በዳ እንደዚህ ከሆነ ዜጎች በማንነታቸው ብቻ እየተለዩ ሲገደሉ።ሲፈናቀሉ።ቤታቸው በላያቸው ላይ ሲፈርስ።የሚበሉት አጥተው ሜዳ ላይ የወደቁት በአራት ኪሎው አባገነን መሪ ችግር ነው።	1	1	0	0	0	0
amh_train_track1_900	ልዩነቱን መሃንዲስ ሆነው ከቀረፁት ኦህዴድ ኦነጋውያን ይልቅ ይህን አደገኛ ሴራ የተፋለሙትን ታወግዛለህ ልጓም ያጠለቀለት ሁሉ የሚጎትተው እዚህ ሠፈር የለም	1	1	0	0	0	0
amh_train_track1_901	ሲማይ ኩዚ እማወጣበት ቀን ነብር የምጠብቀው ደስ አለኝ የተነካይ ኡፍ አበቃ ወደድሮማነንትሽ ተመለሽ ሸፋፋ ኩዚ እኮነው ልጅ አላወቀችውም ደሞ ታስፈራራለች	0	0	1	0	1	0
amh_train_track1_902	እውነቱን ሳላውቅ ሳልረዳ በውሸታም የሚዲያ ነጋዴ ተመርቼ ማንንም አላወግዝም እንደ ጠቅላላው የህይወቴ መርህ ሰው መግደል ሳይሆን ሰው መጥላት ነፍሰ ገዳይነት ነው እዛ	1	0	0	0	0	0
amh_train_track1_903	መርት በስተመጨረሻ ደስተኛ ሆነ ተመስገን ነዉ ከፈተና ቡሀላ ደስታ አላ በሂወታችሁ ቡዙ ፈተና የተፈተናችሁ ተስፋ አትቁረጡ	0	0	0	0	1	0
amh_train_track1_904	የኢትዮጵያ የደህንነትና እንደ ሀገር የመቀጠል ዋነኛው ስጋት ጠቅላይ ሚኒስትሩና የሚመሩት መንግስት ነው።	0	1	0	0	0	0
amh_train_track1_905	ሥራው ይኸው ከሆነስ? ማገዳደል! ለማበታተን ግብዓት የሚሆነውን ሁሉ ማስፈፀም ሥራዬ ብሎ እንደያዘው ድንገት አጣሽው እንዴ?	1	1	0	0	0	0
amh_train_track1_906	😂😂😂ምንም አይገርምምም የሚጠበቅ ነበር ይብላኝ ሀገሬን ብሎ ለተሰዋ	0	0	0	0	0	0
amh_train_track1_907	በእውነት አወ እኔም በጣም ነው የገረመኝ ምን አለበት ቢያሰሯት ጡረ ነበር	0	0	0	0	0	1
amh_train_track1_908	አድዋ የታላቋ ኢትዮጵያ ታላቅ ድል  የአፍሪካ ኩራት  የመላ አለም ጥቁር ህዝብ መመኪያና አሸብራቂ ብርሃን ነው  ለአዲሱ ትውልድ የወደፊት ድል የጀርባ አጥንት ሆኖ በታሪክ ሲታወስ ይኖራል  ለኢትዮጵያና ኢትዮጵያዊነት የተከፈለ ክቡር መስዋእትነት ነው	0	0	0	0	1	0
amh_train_track1_909	ነፍጠኛ ዘረኝነትን የሚጠየፍ ዘረኛ ነው	0	1	0	0	0	0
amh_train_track1_910	ወራዳ ሲሞት እንኳን ሞተ ብለህ ውስኪ ከፍታችሁ ሰትረጬ አልነበረ የሱ ሞት ይሻላል ቆመህ ከምትሄደው	1	1	0	0	0	0
amh_train_track1_911	መንግስትን ለማሳመን ወይም የአለምን ትኩረት ለመሳብ ተብሎ በንጹሀን ላይ በሚደረጉ ዘግናኝ ጭፍጨፋዎችና መንግስትም ጆሮ ዳባ ብሎ ለሚያስገድላቸው እንዲሁም ራሱ በቸልተኝነት ለሚቀጥፋቸው ነፍሳቸውን ይማር ቤተሰባቸውን ያጽና ሰው ከእንስሳ የተካከለበት ዘመን	0	0	0	1	0	0
amh_train_track1_912	እና ምን አገባን በመጀመርያ ምንፈልጎመጣምንሰ አሰቦነው እደዝህብለሺ ማሰብየለብሺም እደትሰ ወደድሺው ባልእያለሺ አትወጂውምነበር ማለትነው ለማንኛውም አይዞሺ😁😢	0	0	0	1	0	0
amh_train_track1_913	ተመስገን ፈጣሪ አግራችን ሳትፈርስ የ3ኛ አመት 4ኛ መደበኛ ጉባኤ ሲካሄድ ማየቱ የልብ ኩራት የሚሰጥ ነው መልካም ቀጣይየስራ ዘመን	0	0	0	0	1	0
amh_train_track1_914	ንቁም በበህላዌነ እስከ ንረክቦ አምላክነ የፈጠረንን አምላክ እስክናውቅ ድረስ በያለንበት ፀንተን እንቁም ቅዱስ ገብርኤል የፅናትና የብስራት መላዕክ!	0	0	0	0	0	0
amh_train_track1_915	ሚሊዮን ኤፍሬም ለካሥ አንደርሦ ያለ ሰው አለወይ የዶክተር አብይን ድንቅ ሰው መሆንና ድንቅ የተረዳ በጣም የሚገርሙ ኖት እርሶም የተከበሩ ኖት ለፃፉት ግጥም አናመሠግኖታለን እግዚአብሔር ይባርኮት የሚገርም ግጥም ነው 	0	0	0	0	1	1
amh_train_track1_916	b d hayru እውነት ስታም ወደ ስድብ ትዞራለች ደስ የሚለው ሃይማኖቴ ስድብ አላስተማረኝም	0	0	0	0	0	0
amh_train_track1_917	በህወሓት ላይ የተጣለው የሽብርተኝነት ፍረጃ መነሳት የገጠመው ተቃውሞ	0	0	0	0	0	0
amh_train_track1_918	"ወሰንሰገድ ገብረኪዳን፡ ""አዶኒስ አስካሁን ከሰራው በላይ ወደፊት ሊሰራ ያቀደው ነበር ያጓጓኝ"""	0	0	0	0	0	0
amh_train_track1_919	ለሕዝባችን መፈናቀል, ሞት, ሰቆቃ እና እርሃብ ተጠያቂው አብይ ነው ወያኔን 👈አጠፋለሁ እያለ እንደገና እርዳታ የሚአቀርብላቸው እሱው እራሱ አይደል እንዴ❓🤔 ለድሀው ምንም ለማያውቀው ሕዝባችን ግን አንድም ቀን እርዳታ ሲአደርግ አላየነም። አብይ አውነተኛ ሰው ቢሆን ኖሮ👈ወያኒ የሰጠውን ሕገመንግሥት አቅፎት አይተኛም ነበር። ታዳያ መንግሥት እራሱ በወያኔ ስርአት የሚመራ ከሆነ👈👈👈 እንዴት ነው ወያኔን እየታገል	1	1	0	0	0	0
amh_train_track1_920	በቃ አሁን ደግሞ አብረን እንተኛ ብትለው ዳኒ የሚያለቅስ የሚመስለኝ እኔን ብቻ ነው	0	1	0	0	0	0
amh_train_track1_921	እስርልኤል ማን ነዉ አሽካናዚ ይሁዳዉያን ናቸውን ወይንስ ኦርቶዶክስ ultra ይሁዲዎች ናቸውን ወይንስ ኢትዮጵያዊ ይሁዳዉያን ናቸዉን በእርግጥም መፅሃፍ ቅዱስ እስራኤልን የሚነካ በገዛ አይኑ ስንጥር እንጨት እንደ መጨመር ነው በእርግጥም ይህ ጦርነት ሰው ሰራሽ ነዉን ወይንስ መንፈሳዊ ውግያ ነዉን ብቻ ከባድ ነው ህፃናትን ሰላማዊ ሰዎችን ግን ከፍልስጤምም ይሁን ከእስራኤል ማንም መሞት የለበትም ሞት ለሃማስ ድል ለእስራኤል	1	1	0	0	0	0
amh_train_track1_922	እንደዚች አይነት ሤት ማግኘት መታደል ነው ምክንያቱም እራሧን መሥላ የምትኖር ጀግና ሤት ናት ምክንያቱም ብዙ ጊዜ በኛ ሃገር አለባበሧ ሙሉ ቀሚሥ የለበሠች ዝምተኛ ደርበብ ያለች ሤት ሁኔታዋ ይናገራል ይላል ግን ልብ ካልን ምንም ለትዳር አቶንም ቀውስ ነገር የሚባልላት ሤት እትዳሯ ላይ በጣም ጠካራ ያፈቀረችውን ሰው አክብራ የምትኖሮ በሱ ድርድር የማታውቅ ታማይ ናት ሠው ባያምናት ለራሧ ግን ታማኝ ሥለሆነች ሠውንም ታምናለች ሦ ለቤቷ ሥትል ምን	0	0	0	0	1	0
amh_train_track1_923	አንተንማ አይደለም መምታት መግደል ነው ያለበት 😁😁😁	0	1	0	0	0	0
amh_train_track1_924	ከዚህ በፊት የጉራጌ ማህበረሰብ እራሴን በራሴ ላስተዳድር በማለት ህገ መንግስታዊ ጥያቄውን ማቅረቡ የሚዘነጋ አይደለም በዝያም ምክንያት ጥርስ የተነከሰበት ይመስላል አሁን ደግሞ በአቃፊነቱ እና በታጋሽነቱ ብዙ በደል እየደረሰበት ነው	1	0	0	0	0	0
amh_train_track1_925	ይህንን ትዊተር የተመለከተ ማንኛውም ሰው ለእነሱ የሚሄድለት ነገር አይኖርም ፣ ይህን በማንበብ ሁሉም ይጠፋሉ ፣ እሱ እየፈራ ነው ፡፡ ጀርባዎን ይመልከቱ ፣ በዙሪያዎ ይመልከቱ ፡፡ በጥላዎች ጥልቀት ውስጥ አጋንንት ይደበቃሉ	0	0	0	0	0	0
amh_train_track1_926	እረ የምን ተራ ነው ተራ ቢኖርማ ጥሩ ነበር ቢያንስ የተወሰነው ይዘጋጅ ነበር ! በሁሉም ቦታ እረፍት እንዳይኖረን አድርገው በአራቱም አቅጣጫ ተናበው እየጨፈጨፉን ነው!	1	0	0	0	0	0
amh_train_track1_927	በሕገ-ወጥ መንገድ ሰው ሲያዘዋውር ነበር ተብሎ የታገተው አውሮፕላን ሕንድ አረፈ	0	0	0	0	0	0
amh_train_track1_928	ወይኔ ወይኔ ያማል በጣም ምን አይነት አውሬ ሰው አለ	0	0	0	1	0	0
amh_train_track1_929	ያራዳ ልጅ! ያየህበትን አንግል ሳላደንቅ አላልፍም አባቱ !	0	0	0	0	1	0
amh_train_track1_930	በመግደል የሚያምን ፓለቲከኛ ጠቡ ከ እግዚሐብሄር ጋር ስለሆነ የትም አይደርሱም !የኢትዩጵያ ህዝብ አስብ ግን አትጨነቅ ! የበላይ የመሆኛው መንገድ ፍቅር ይ	1	0	0	1	0	0
amh_train_track1_931	አያስፈልግም ደግሞ ለእስራኢል ለየውዳ የዓለም ፀር ኢ/ያ አይመለከታትም ንፅዋን ገዳይ አረመነዎች ከዓለም ገፅ መወገድ አለባቸው 75 አመሜት ጨፍጭፋ ዛሬም እየገደለች ??? እንት ሆኖ ትደገፋለች ይቺ አረመነ የስው ልጅ ጠላት ... ህፃናትን ሴትን ሽማግሌን እየጨፈጨፈች ... ኦስፒታል እየመታች ቤቴ ህምነት እየመታች የስራዋን ይስጣት የሱ ይበልጣልና ...	1	1	0	0	0	0
amh_train_track1_932	በአንተስ ቁስል ተፈወስኩኝ ጌታ በፍቅርህ ተማረኩኝ ሞቴን ሽረኸው በአንተ ሞት ይኸው አቆምከኝ በሰው ፊት	0	0	0	0	1	0
amh_train_track1_933	እግዚኦ መኃረነ ክርስቶስ ምን አይነት ጭካኔ ነው በመድኃኒዓለም 😭😭😭	0	0	0	1	0	0
amh_train_track1_934	ዘንድሮ የመዋረጃ ዘመናቹ ያርገው ፈሪ ሁላ ድእናንተየተማመናቹት መሳሪያቹን አሜሪካንንን ነው እነሱግን ሁንሲለው የሚሆንለትን የሰማይና የምድር ፈጣሪ አላህን ነው አላህ ትልቅ ነው፡፡፡	1	1	0	0	0	0
amh_train_track1_935	የተናገርኩት ደረሰ በዚያች ጭንቅ ወቅት አንድ ወዳጄ ዛሬ ደስ ብሎኛል፤ ብጀል ተፈራ የአማራ ልዩ ኃይል ሆኖ ተሾመ ሲል ደስታውን ገለፀልኝ። እኔም ፈገግ ብዬ	0	0	0	0	1	0
amh_train_track1_936	የሠፈር ውሻ በሰፈሩ መጮህና ድንገት የተዘናጉ የዋሆችን ነክሶ መሸሹ ነው። እርግጥ ነው፣ ከተኛ አንበሳ የተልከሰከሰ ውሻ ግዜያዊ ጉዳት ሊያደርስ ይችላልና ጠንካራ ሠንሠለት አንገቱ ላይ	1	1	0	0	0	0
amh_train_track1_937	የ ናዚው ጭፍጨፋ አይቀርላቹሁም ...	1	0	0	0	0	0
amh_train_track1_938	አንተ የምትለዉ እስራኤል ከምትለዉ በተለይ ነዉ የምትቀደደዉ በስተ እርጅናህ ላንተ የሚሆን የቤት ድለላ ነዉ	1	1	0	0	0	0
amh_train_track1_939	Negev መሀመድ ማለት ውሸታም አራጅ አሸባሪ ፀረ ሰላም ሸርሙጣ ነበር	0	1	0	0	0	0
amh_train_track1_940	እንዲህ እንደጓጓይ ኩም ብትል ጥሩ ነበር 	0	1	0	0	0	0
amh_train_track1_941	አቶ ጌታቸው ረዳ በመጀመሪያው ጋዜጣዊ መግለጫቸው ምን አሉ?	0	0	0	0	0	0
amh_train_track1_942	ከሁለት ያጣ ላለመሆን የምታደርገውን ጥረት ሳላደንቅ አላልፍም እሷማ አንተን እንኳን block ልታደርግህ በቅጡስ መች ተቆጣችህ ምክንያት ራሷ ሰጥታ ፀጥ አለች ?	0	0	0	0	1	0
amh_train_track1_943	የኢትዮጵያ ህዝብ ለሀገሩ ካለው ፅኑ ፍቅር እና ከህግ አክባሪነቱ የተነሳ ዘር ሃይማኖቱን ሳይጠይቅ የሰጠውን አመኔታ ከሞኝነት ቆጥሮ በበደል ላይ በደል ሲፈፅም የከረመው የበሻሻው ጮሌ፥	0	1	0	0	0	0
amh_train_track1_944	ይሄ ግሩም ዜና ነው ደግሞም በጠዋት በሲሳይ አጌና አንደበት በመስማቴ ቀኔን ልዩ ያደርገዋል የምንገዳደልበት እንቆቅልሽ በዚህ መልኩ ከተፈታ ሌላው ቀላል ነው	0	0	0	0	1	0
amh_train_track1_945	የዩክሬን ምርኮኞችን የያዘች ጄት ድንበር አቅራቢያ መከስከሷን ሩሲያ ገለጠች	0	0	0	0	0	0
amh_train_track1_946	አይ ዘመነዊናት ሰዎቹን ምን ነክቷቸው ነዉ አሁን አሁንማ ሥልጣኔ መስሎን እንደ መሰለኝ ደሰላኝ መናገሩን አያይዘናዋል ወገኖቼ ይሄ ስህተት ነው እኛ ክርስቲያን ነን ካልን ዋልካችን የሁሉ ነገር መመዘኛችን መጽሐፍ ቅዱሳችን ልናደርገው ይገበናል ቆይ በየትኛው መጽሐፍ ቅዱስ ላይ በየትኛው ሳይንሳዊ ጥናት ላይ ወይም ደግሞ በየትኛው ባህለችን ነው ለሴትም ሆነ ወንድ best friends ልኖረቸው ይገባል የምለው ወይስ የትኛው የሃይማኖት አባት ነው እ	1	0	0	0	0	0
amh_train_track1_947	ዝምብሎ በይሆናል ከመባዘን የነገር መስማት መልካም ነው። እኔ ወይም እኛ ወስጥ ገብተህ መረደትህ ይገርማል ፣ ይሄ ቀርቶ እራስህን ማወቅህን እጠራጠራለሁ። መ	0	1	0	0	0	1
amh_train_track1_948	እንዳንቼ አይነቱ የደም ነጋዲ ነው ሀገር የሚያጠፉው ዳቡ ልቅምቃሚ ሲወረውርሽ የስው ሞት እና መከራ ምንም ሳይመስልሽ በውሽት ትርክት ህዝቡን የሚያስጨርስ ሊባች እ	1	1	0	0	0	0
amh_train_track1_949	ከሕዝቡ ተወልዶ ሕዝቡን ለመጨፍጨፍ ወንበዴ የሚያደራጅ ግለሰብ ሊፈታ አይገባም	1	0	0	0	0	0
amh_train_track1_950	መነገሩ አይደለም ትልቁ ትርጉሙ የራሱ መፃፊያ አለው እንዴ በታሪክ ስተት የራሱን ፊደል ያልተጠቀመ ቋንቋ ነው።	0	0	0	0	0	0
amh_train_track1_951	ይገባሻል እናት እኮ ነሽ ከማንም በላይ ነሽ ልጆች ደግሞ ወልዳችሁ በልጆቻቹ ተደሰቱ እኔ በጣም ነው ደስ ያለኝ ለኔ የተደረገ ያህል ተባረኩ ዘመናቹ ይባረክ አሜን ።	0	0	0	0	1	0
amh_train_track1_952	በቡድን ጋንግሪን፣ በ መሪዎች እብሪት የቀጠለው አገር ከመሠረቱ የማናጋት ዕቅድ አስፈሪ ምዕራፉን ቀጥሏል! የማይጠፋ ቀውስ ምንጩ የተዳፈነ ዝምታ ነው!	0	1	1	0	0	0
amh_train_track1_953	ተባርክ እረጅም እደሜ ጤና ይስጥ	0	0	0	0	1	0
amh_train_track1_954	ልክ ነው ያሳዝናል ማንም መሞት የለበትም። ግን እናንተ 300 እና 400 ሰው በአንድ ጉድጓድ ሲሞት እና ሲቀበር ባልሰማ ፀጥ ስትሉ እና አሁን ሀዘን የገደላችሁ ስትመስሉ አያሳፍርም?	1	0	0	1	0	0
amh_train_track1_955	Ethiopia በህዝብ ተጠልተን ልንወድቅ ነው የጠቅላዩ ያልተጠበቀ ንግግርና ማስጠንቀቂያ! (From Phoenix App)	0	0	0	0	0	0
amh_train_track1_956	በ12ኛ ክፍል ፈተና በተደጋጋሚ ለተመዘገበው ዝቅተኛ ውጤት ምክንያቱ ምንድን ነው?	0	0	0	0	0	0
amh_train_track1_957	ዋዉ ፋኖዬ አባይ ግድብንም ተቆጣጠር እኛ አዲስ አበቤዋች ያንተዉ ነን እየመጡ ነዉ	0	0	0	0	1	0
amh_train_track1_958	አስፐርቴም የተሰኘው የለስላሳ መጠጦች ማጣፈጫ ካንሰር ያመጣል? የዓለም ጤና ድርጅት ምን ይላል?	0	0	0	0	0	0
amh_train_track1_959	በምስራቅ ጎጃም ዞን ደብረ ኤልያስ ወረዳ የግልና የአካባቢ ንጽህናን በዘላቂነት ለመጠበቅ በየደረጀው የሚገኘው አካል በትኩረት መስራት እንዳለበት የወረዳው ጤና ጽቤት ገለፀ፡፡	0	0	0	0	0	0
amh_train_track1_960	FYI ኦርቶዶክስ ተዋህዶ ቲቪ ህዝቡን እንዲህ እየቀሰቀሱ ነው ?	0	0	0	0	0	0
amh_train_track1_961	እኝ ኢትዮጵያን በዚህ የሚገርም ነገር የለም በዲባይ አየር ሀይል ቢያንጃብብ ቢገላበጥ ለኢትዮጵያውያን መፍትሄ አይደለም ይብላኝ ለሆዳሞቹ ለብፅግና መንግስቱ ያመኑትና ሆዳሞች ለማን እንደሚ ጠብና ለማን እንደ ሚሰፍ ይህ ህዝባዌ መሆኑ ረስቶታል ከህዝብ ጋር መጋጨት ቀላል መስሎ ታይቶታል መጨረሻው ሩቅ አይሆንም	1	1	0	0	0	0
amh_train_track1_962	አተ ውሻ ባንዳ መከላከያን ነው ማለቅ አለበት የምትለው? ሞክራታ ውጭ ቁጭ ብሎ መፎከርና መሬት መሆን የተለያዩ ናቸው ልክ ትገባለህ ደሞ	1	1	0	0	0	0
amh_train_track1_963	ድል ለአማራ ድል ለፋኖ!!! ታላቁ የአማራ ህዝብ በተረኛው የኦሮሞ ኦነግ መንግስት ሰራዊት ላይ የጀመረውን ጥቃት በሁሉም ቦታ አጠናክሮ ይቀጥል !!! የአማራ እና የኦርቶዶክስ ቁጥር 1 ታሪካዊ ጠላት የሆነው የኦሮሞ መንግስት በጀግናው የአማራ ህዝብ ትግል እንደ ዳይኖሰር ከምድረገፅ ሊወገድ በጣት የሚቆጠሩ ቀናቶች ብቻ ቀርተውታል!!! አማራ 1000 % ያሸንፋል !!!	1	0	0	0	0	0
amh_train_track1_964	አብሽሩ ወገኖቻችን እድሜና ጤና ለወሎ ህዝብ ፍቅርና አብሮነት	0	0	0	0	1	0
amh_train_track1_965	በጣም ምርጥ ነው ቀጡሉበት እናመሰግናለን ቅዳሜና ኡሁድ ለምትለቁልን 	0	0	0	0	1	0
amh_train_track1_966	በጣም የሚገርም ምጡቅ ሰው ነው! ሌላም አለ አሁንም ጣሊያን አለ ያለበት ሌላ ጊዜ ፖስት አደርገዋለሁ አብይ እኮ ደንግጦ ና ተበሳጭቶ ነው ይህን ድራማ ያስቋረጠው ራሱን እሁድ እሁድ ማየት አስበርግጎት ?	0	1	0	0	0	1
amh_train_track1_967	የገረመኝ ይህ ነው ለምን ሰፈሩ እየተቀረፀ መሆኑ ገርሞኛል	0	0	0	0	0	1
amh_train_track1_968	የተመድ ኤጀንሲዎች በጋዛ ሰብዓዊ የተኩስ አቁም ስምምነት እንዲደረስ ጥሪ አቀረቡ	0	0	0	0	0	0
amh_train_track1_969	ወነአምን በአሐቲ ቅድስት ቤተክርስቲያን እንተ ላዕለ ኵሉ ጉባኤ ዘሐዋርያት ከሁሉም በላይ በምትሆን ሐዋርያት በሠሯት በአንዲት ቅድስት ቤተክርስቲያን እናምናለን ጸሎተ ሃይማኖት	0	0	0	0	0	0
amh_train_track1_970	ጃርማሮ አሁን ከመንግስት ጋር ካልታረቀ የሚቀጥለው መንግስት እረቅ ብሎ እንደማይጠይቅ እሄን ጠንቅቀው ይወቁ ዶክተር አብይን ከስልጣን አውርዳቹ ጃዊሳን ቤተመንግስት ለማሰገባት ነው ኦሮሞ ኦሮሞን የምታስገደል በጣም ያሳዝናል የነጃርማሮ ነገር እሄ የመጨረሻቹ እርቅ ነው አስቡበት 	0	1	0	1	0	0
amh_train_track1_971	? ደስ ሲል ትናንት መጥተህ በምድራችን እየኖርክ ምቀኛ ስትል ምንም አይሰቀጥጥህም አይደል?	1	1	0	0	0	0
amh_train_track1_972	አማራው አልሞ ተኳሽ ብልት ለይቶ መች ሀይል አለው! ፋኖ!ነገር ግን አልሞ ተናጋሪ፤ የፖለቲካ ብልቶችን ጠንቅቆ የሚያውቅ ፤አሁናዊ የአማራ ህዝብ ችግሮች ምን ያክል አሳሳቢ እንደሆኑ የ	0	0	0	0	1	0
amh_train_track1_973	 woww የሚለው ቃል አይገልፀውም የታርክ ፍሰት የአርቲስቶች ትወድና የድምፅንስ የቪዲዮ ጥራት ዋውው ዋውው የውጪ አገር ድርማ የማየው እየየሰለኝ ነው የኢትዮጵያ የአርቲ ብቃት የሚገልፅ አቅም ያለው ተከታታይ ድራማ በህግ አምላክ ግሩም ናችሁ ታላላክ ተወዳጅ አርቲስቶች ለዘመናት ባካበቱት ልምድና እውቀት ድራማ ሆነ ፍልም መሰራት ካልቀረ እንደዚህ ነው እንጂ የመክፈቻ ና መዝጊያ ሙዝቃ ሳውንድ ጥራትና ምርጫ ዋው ነው	0	0	0	0	1	0
amh_train_track1_974	ወይኔ እኔን ውይ ያማል ስንት አይነት አረመኔ አለ😭😭😭	0	0	0	1	0	0
amh_train_track1_975	የደቡብ አፍሪካው ፕሬዚዳንት ከሙስና ጋር በተያያዘ ክስ ሊመሰረትባቸው ይችላል ተባለ	0	0	0	0	0	0
amh_train_track1_976	የአማራ ክልል ግጭት ሳይሆን ጦርነት ነው ደግሞም ወገኑን የሚጨፈጭፍ ሠራዊት መከላከያ አይባልም	1	0	0	0	0	0
amh_train_track1_977	ፍቅረኛውን የገደለው አሜሪካዊ ታዳኝ ከኬንያ የፖሊስ ቁጥጥር ስር አመለጠ	0	0	0	0	0	0
amh_train_track1_978	አረ ግን commment የምታረጉ ሰወች ጤነኞች ናችሁ ድል ለፍልስጤም ድል ለስራኤል እያላችሁ የምትሉት ሰው ነው እኮ እየሞተ ያለው ምን ጥቅም አለው ጦርነት ፈጣሪ አለምን ሁሉ ሰላም እዲያደርግልን መፀለይ ነው የሚያዋጣን	1	0	0	1	0	0
amh_train_track1_979	በዚህ መከራ ጊዜ ሰለቤተክረትያን ዝም ማለት ከጠላት ወገን እንደ መሰለፍ ነው	1	0	0	0	0	0
amh_train_track1_980	የሐማስን የጥቃት ዝግጅት ቀድመው ሪፖርት ቢያደርጉም ሰሚ ያላገኙት የእስራኤል ‘ዐይኖች’	1	0	0	0	0	0
amh_train_track1_981	ፖለቲካ ማለት እንደዚህ ከሆነ እጅግ የሚያሳፍር ነው፡፡ሚሊዮኖች እንዲሁ በከንቱ አለቁ፡፡እነሱ ግን ተጨባበጡ፡፡ስልጣን እንኳን አለቀቁ	1	0	0	1	0	0
amh_train_track1_982	በጣም አደገኛ ጌምድሆችን የበለጠ ድሃ ያደረገሱሰኛአድርጎወደስፍራየሚያስሮጥ ሕልመኛ የሚያደርግላም አለኝ በሰማይ አስወግዱት ትውልድ ቀጣፊና አጥፊ ጌም	1	0	0	0	0	0
amh_train_track1_983	የእናንተ ዘረኝነት ጥግ አይደለም የኦሮሚያ ቤተክህነት ተመስርቶ ቀርቶ ኢትዮጲያ ኦሮሚያ ናት ከነገ ጀምሮ ብትባሉ እንኳን አትረኩም፡፡	0	1	0	0	0	0
amh_train_track1_984	በጣም ያሳዝናል  በጣም ልብ ይሰብራል እግዚኦ ማሀርነ ክርስቶስ አቤቱ የሃነብን አስብ አምላኬ	0	0	0	1	0	0
amh_train_track1_985	እኔ ምለው እነዚ ከሃዲ ሁላ በማርያም በድንግል አግዢኝ እናቴ እያሉ ስፀልዩ ያድጉና የፈለጉበት ደረጃ ሲደርሱ ከጨለማ ወደ ብርሃን ሲሉ ትንሽ አያፍሩም😎 መልካም የ መንከባለል ዘመን😅	1	1	0	0	0	0
amh_train_track1_986	ወይ ጉድ የእኒህ ሴትዮ ችግር እስካሁን አልተፈታላቸውም እንዴት ያሳዝናል እንደው ግን ነጣቂዋ በሰላም ተኝታ ማደሯ	0	0	0	1	0	0
amh_train_track1_987	ቆይ ግን ብዙ የእስራኤል ጥላቻ ፎቢያ ያለባቹ ሁሉ ለምን ግን ፖለቲካንና እምነትን ትደባልቃላቹ የማይገናኙ ሁለት የተለያዩ ነገሮችን ባታገናኙስ ሰማያዊውን የከበረ ከምድራዊው የረከሰ ነገር ጋር ባታጣምሩ መልካም ነው እናተ በምትመለከቱበት እሳቤና መንገድ አደለም የእስራኤል ፍልስጤም ጦርነት የርስትና የታሪክ እንጂ ይሄ ማለት የናተ እርስት እንደፈረደብን እዚሁ ክልል1 ክልል2 ክልል4 እያልን ብንባላ ይሻለናል የማያገባንን ባንገባ 	1	0	0	0	0	0
amh_train_track1_988	ኢትዮጵያዊ ነው ሲያምር እሱ ልጅ እራሱፕራንክ እድርጎናል 🤣🤣🤣	0	0	0	0	1	1
amh_train_track1_989	በጣም አስፈሪ ግዜ ለይ ነው ያለነው ጌታ ከንቺ ጋር ይሆንልሽ	0	0	1	1	0	0
amh_train_track1_990	ይሄን ሁሉ እያወቅ ለም ነው ኣንተ ለተሳዳቢዎችና ጦርነት ቀሽቃሾት ጋዜጤናዎች ሽልማት የሰጥሃቸው	1	0	0	0	0	0
amh_train_track1_991	በሰው አንጎል ውስጥ የሚገጠመው ‘ቺፕ’ ምንድነው? ለምንስ ዓላማ ይውላል?	0	0	0	0	0	0
amh_train_track1_992	ባህር በርና ወደብ ለይተህ አውራ ሌሎች ሀገራት ላይ አትንጠላጠል ንቀት አትበል አዋራጆች ተዋርዳችሁ አዋረድችሁን ደሞ ንቀት ትላለርህ ለይትኛው ክብራችሁ ነው	1	1	0	0	0	0
